tid,text,ts,uid,username,user_screen_name,created_at,timezone,user_description,coordinates,city,country,lang
723828903639441410,In love ❤️💛💚💙💜 @ Canillo https://t.co/N3JiQHKGIk,1461409233375,155001612,Sofi Craveli,soficra,Sat Apr 23 11:00:33 +0000 2016,Santiago,"Antes de morir...VIVE,AMA,SUEÑA  ❤️","[1.6, 42.56666667]",Canillo,Andorra,en
723848675986923520,"Sant Jordi !!! @ Andorra la Vella, Andorra https://t.co/QbzMu5GvqZ",1461413947470,17003386,Josep A. Rivero,hunnito,Sat Apr 23 12:19:07 +0000 2016,Madrid,Quality Manager,"[1.51667, 42.5]",Andorra la Vieja,Andorra,und
723854189785436160,"❤ Fondue ""La Pagesa"" ❤ (@ Cheese's Art Escaldes w/ @hellenkardenas) https://t.co/5ENUkXdgf1 https://t.co/EzZ9XzcMgX",1461415262062,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 12:41:02 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.53790789, 42.50919425]",Escaldes-Engordany,Andorra,es
723854270680948736,"Feliç Sant Jordi! ! @ Andorra la Vella, Andorra https://t.co/dHHfYigAxN",1461415281349,4910280911,Dietètica Tana,TanaMorina,Sat Apr 23 12:41:21 +0000 2016,,,"[1.51667, 42.5]",Andorra la Vieja,Andorra,und
723857951094648832,@Franckm22 non pas lui 😱😱😱😭,1461416158828,3794378116,Myriam,myriam_lag,Sat Apr 23 12:55:58 +0000 2016,,#Orange #Communication #Marketing #Medias #LeNvMtp #Montpellier #Football ⚽️,"[3.92530874, 43.5251893]",France,France,fr
723866110379040770,"No cabe duda q Torres está q se sale, pero la campaña q están haciendo para q vuelva a la selección es vergonzosa.",1461418104153,161719886,Oscar Q. C.,OscarCQC,Sat Apr 23 13:28:24 +0000 2016,Madrid,,"[-7.8784527, 42.3450894]",España,España,es
723867576212852737,"@JuanMa_Moreno muchos sinvergüenzaS
Zarrias chaves ???",1461418453635,916856870,Ricardo Cruz,RicardoCRUZmar,Sat Apr 23 13:34:13 +0000 2016,Amsterdam,MUCHO AMOR,"[-4.0223954, 40.6407191]",España,España,es
723867795629465600,"@JuanMa_Moreno @marianorajoy 
ESPAÑA ESTÁ HARTA 
vale Ya ??!",1461418505948,916856870,Ricardo Cruz,RicardoCRUZmar,Sat Apr 23 13:35:05 +0000 2016,Amsterdam,MUCHO AMOR,"[-4.0223954, 40.6407191]",España,España,es
723868705071992832,"@A3Noticias las personas 
con sentimientos 
Ya no ponen la tv ni ven Informativos 
Estamos hasta los guevos HARTOS YA 
a la mierda",1461418722776,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 13:38:42 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0223954, 40.6407191]",España,España,es
723868962111557633,@A3Noticias #HARTOSYA,1461418784059,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 13:39:44 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0210735, 40.6441243]",España,España,und
723869314101571584,"#HARTOSYA paren Ya 
me cago en vuestras muelas",1461418867980,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 13:41:07 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0213404, 40.6396801]",España,España,es
723870919928717313,https://t.co/ynCDrDrxEk,1461419250839,723462821514752000,Loli Martín,LoliMartn2,Sat Apr 23 13:47:30 +0000 2016,,,"[0.8918736, 41.6295506]",Lérida,España,und
723873875671552000,"Mi primera #rosa de #SantJordi Andorrana!!
Thanks husband… https://t.co/sRADY1mMws",1461419955543,452210292,Sonia,nonalonso,Sat Apr 23 13:59:15 +0000 2016,Amsterdam,A ti te la voy a contar,"[1.51306588, 42.50315721]",Andorra la Vieja,Andorra,es
723874952978505728,"@tjcope @lamacope 
1-4",1461420212393,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 14:03:32 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0177719, 40.6344208]",España,España,und
723875133832749057,"@tjcope @lamacope 
ha bebido Florentino ?
Y vosotros ?
tabaco puros ?",1461420255512,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 14:04:15 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.017789, 40.6344206]",España,España,es
723875300195495936,A cal Rodriguez/Fuentes ha caigut una mica de tot. #santjordi2016… https://t.co/FuhWYvW64r,1461420295176,95665607,SERAFI,SERAFI21,Sat Apr 23 14:04:55 +0000 2016,Madrid,Fixed Income Trader @MoraBanc Digo lo que pienso y normalmente pienso lo que digo. Los miercoles sobre las 13:45 os lo cuento en @Ser_Andorra RT no es estar OK.,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723876557752815616,"@tjcope sois una pena 
Jajaja 
Sois cobradores de sueldos 
De sobres ...
Revista del corazón ?
domingo jubilate ANSIA 
Ya está bien",1461420595001,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 14:09:55 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178571, 40.6344041]",España,España,es
723883791257735169,"#StarWars Expo I: Stormtrooper @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/0yW0HPJAx3",1461422319603,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 14:38:39 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723884146527850496,"#StarWars Expo II: Lightsabers @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/qubzazouJP",1461422404306,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 14:40:04 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,es
723887977131167744,"Star Wars exposition #starwars #fan #yoda @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/IjXGaG7m4P",1461423317593,960974474,hellenkardenas,hellenkardenas,Sat Apr 23 14:55:17 +0000 2016,,"Graphic designer in love with writing, photography and daily little-great details.","[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723889228392755204,"#StarWars Expo III: Workshop @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/4gVvyS2xDy",1461423615917,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 15:00:15 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723889552373501952,Collita de Sant Jordi... @ Sispony https://t.co/H6Oa8A57hj,1461423693160,17003386,Josep A. Rivero,hunnito,Sat Apr 23 15:01:33 +0000 2016,Madrid,Quality Manager,"[1.51667, 42.5333]",la Massana,Andorra,und
723891356591108096,Unconditional 🍻👯😈👻 @ Els Pirineus https://t.co/ZuBegXedJx,1461424123319,565712320,Chis,chiscasocias,Sat Apr 23 15:08:43 +0000 2016,Brussels,irreals,"[1.52874717, 42.50536557]",Andorra la Vieja,Andorra,und
723898045155266560,Buen Entreno Bike club_triatlo_andorra Sumando y Buscando sensaciones Volta a Alvet… https://t.co/KPUOWfB0aG,1461425717997,362124198,Pere marquina,pere_marquina,Sat Apr 23 15:35:17 +0000 2016,Amsterdam,"El deporte como Estilo de Vida. Preparador Físico y Entrenador Personal, Entrenador de Triatlón FETRI. Master en Entrenamiento Deportivo de Alto Rendimiento","[1.51667, 42.5]",Andorra la Vieja,Andorra,es
723899637321572353,1/2 finale volley AJACCIO marque + de pts que SETE mais perd le match 3/1,1461426097599,327041997,MARMAIN Patrice,MARMAINPatrice,Sat Apr 23 15:41:37 +0000 2016,Paris,Membre du Comité Directeur du Stade Poitevin Volley Beach depuis le 17 septembre 2012 et CCSR à la DR BNP Paribas de Bordeaux depuis le 10 juin 2014.,"[-0.0466672, 46.6573306]",France,France,fr
723899707383107585,"#hola 😊 #andorrabloggers #feliz #sabado
hoy es #dia de #rosas y #libros #23abril #santjordi… https://t.co/bqkf17E4kk",1461426114303,3295859357,AndorraBloggers,AndorraBloggers,Sat Apr 23 15:41:54 +0000 2016,,"Pagina dedicada al mundo Blogger en Andorra.
Moda, Arte, Fotografia, Eventos, Cocina, Literatura..todo tiene aqui su sitio.

Administradora @loveolokiero","[1.5, 42.5]",Andorra la Vieja,Andorra,es
723901329580646402,"¿ Conoces nuestra página de @facebook https://t.co/JpXXEpUQPa ? 
Crecemos como el #bambú 
¡¡ Únete a nuestra comunidad #neverusual  !!",1461426501065,2776084585,SEVENSunglasses,Se7enSunglasses,Sat Apr 23 15:48:21 +0000 2016,Madrid,"Gafas de sol polarizadas hechas con madera de bambú. Define tu estilo.
Envío 24/48h
#Sunglasses made ​​of #bamboo wood and #polarized glass
¡Hazte #neverusual!","[-0.0561733, 38.5986441]",España,España,es
723911562629623808,"¿ Qué nos dices de nuestro perfil @instagram https://t.co/29BVAm48p5 ? 
#SEVENSunglasses® #bamboo #polarized",1461428940814,2776084585,SEVENSunglasses,Se7enSunglasses,Sat Apr 23 16:29:00 +0000 2016,Madrid,"Gafas de sol polarizadas hechas con madera de bambú. Define tu estilo.
Envío 24/48h
#Sunglasses made ​​of #bamboo wood and #polarized glass
¡Hazte #neverusual!","[-0.0561905, 38.5986288]",España,España,es
723921212364210176,"Sabado sabadete pilla el patinete y vete🏂
#andorra #theapartmentandorra #happy #love #skate… https://t.co/zjSE9DtDQn",1461431241490,193429715,Flavio J.L. Muñoz,Flavioblc,Sat Apr 23 17:07:21 +0000 2016,Madrid,Painter and designer,"[1.5208326, 42.5076481]",Andorra la Vieja,Andorra,es
723921980857053184,Diada de la capital iberoamericana de la cultura. Castellers d'Andorra s'agermanen amb… https://t.co/IWwWOMu8Mx,1461431424713,107363423,patty bafino,pattybi,Sat Apr 23 17:10:24 +0000 2016,Madrid,Se dice la verdad a quien sabe escucharla. El silencio es la mejor respuesta para los oídos sordos. Alejandro Jodorowski,"[1.52300014, 42.50701674]",Andorra la Vieja,Andorra,und
723925389349773313,5 de 6 carregat i descarregat  #castellersdandorra… https://t.co/bnyIZ2wo6L,1461432237361,238663200,Marta Dejuan,MartaDejuan,Sat Apr 23 17:23:57 +0000 2016,Berlin,"Sóc pedagoga. M'apassiona el món de l'educació, el cicloturisme, la muntanya, el mar...","[1.52300014, 42.50701674]",Andorra la Vella,Andorra,und
723925800987320321,https://t.co/2vH9j8nJJW… https://t.co/lt4L5Wzepx,1461432335503,11752512,Seo & Webs Low Cost,marketingonl,Sat Apr 23 17:25:35 +0000 2016,Madrid,"Pep Webs & Seo, #posicionamiento de #webslowcost #wordpress y gestión de redes sociales.  #MarketingOnline #SocialMediaManager #Seo","[1.51667, 42.5]",Andorra la Vieja,Andorra,und
723937136232165376,#santjordi #saintgeorges #tradicions #traditional #feliçsantjordi #books &amp; #roses #igersandorra… https://t.co/hxTW1D87Dd,1461435038036,215769242,AnnunK Photography,AnnunKPhoto,Sat Apr 23 18:10:38 +0000 2016,Madrid,,"[1.54789357, 42.50930003]",Escaldes-Engordany,Andorra,und
723945807305650176,Good evening #Andorra! Sun will set in 30 minutes (local time 20:45) #Sunset #Photo #Photography [23.04.2016],1461437105381,4567387397,PhotoSchedule,PhotoSchedule,Sat Apr 23 18:45:05 +0000 2016,Midway Island,We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep,"[1.51667, 42.5]",Andorra la Vella,Andorra,en
723945939141033984,"Saturday evening 😴

#aussies #aussielover #australianshepherd #australiansheperdsofinstagram… https://t.co/Nt65ziZKaI",1461437136813,196124037,Miss Kilómetros,MissKilometros,Sat Apr 23 18:45:36 +0000 2016,Madrid,"Nómada de nacimiento
#VWT4
#Snowboard
#Trail
#Paleo
#Yoga
#dogtrainer","[1.65, 42.5833]",Canillo,Andorra,en
723945955981156352,@RealSporting Vamos a por ellos 1-3,1461437140828,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 18:45:40 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.017852, 40.6343992]",España,España,es
723952640514609152,Ver una fotografía y desear poder revivir el momento una y otra… https://t.co/WiVCLthwoW,1461438734545,283444065,☆Pau Gonçalves♤,paulinski23G11,Sat Apr 23 19:12:14 +0000 2016,Lisbon,"Lo importante no es ganar, sino hacer perder al otro.","[1.53580928, 42.51079153]",Escaldes-Engordany,Andorra,es
723953853075460096,"@JavierMaroto sobra esto maricon tenías qué ser ? maricon con malafollá no hay peor cosa,  tienes la gracia en el culo ? @FcoCP96",1461439023642,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 19:17:03 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178635, 40.6344443]",España,España,es
723954069065351169,@JavierMaroto Vete Ya  @NNGG_Es @ALevySoler,1461439075138,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 19:17:55 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178439, 40.6344094]",España,España,tr
723955817750368256,Un Sant Jordi diferent ... @ Ordino Arcalis ( Vallnord ) https://t.co/wPz7taRrUv,1461439492057,274145549,Jordi Troguet Ribes,JordiTroguetR,Sat Apr 23 19:24:52 +0000 2016,Madrid,"I NO ES MACO, AIXÒÒÒ ???","[1.48201847, 42.63213356]",Ordino,Andorra,und
723958005662945280,"Meu amor, meu penico voador 😸🙈💕 #bigtb @ Pas de la Casa https://t.co/C4SACSoTBE",1461440013696,2557554104,A Marta,VaiDar1curva,Sat Apr 23 19:33:33 +0000 2016,Casablanca,"Always be yourself unless you can be a unicorn, then always be a unicorn.","[1.73333, 42.55]",Encamp,Andorra,pt
723961232429072384,La #rosagroga de la @blascopena II Comprada a #laseudurgell #igersseu #igersseu_santjordi2016… https://t.co/8ZRIfp0Qxr,1461440783017,86792807,F. Xavier Blasco,xavierblasco,Sat Apr 23 19:46:23 +0000 2016,Madrid,Sóc metge otorinolaringòleg. Certa tendència misantròpica que miro de resoldre.,"[1.78333, 42.3667]",Bellver de Cerdanya,España,und
723974934863605760,"Send your dreams
Where nobody hides 
Give your tears 
To the tide @ Andorra La Vella Escale https://t.co/f0snwKJctS",1461444049932,215211676,Sergio Ollés,SergioOlles,Sat Apr 23 20:40:49 +0000 2016,Madrid,Field hockey player @honigvogel79 https://www.snapchat.com/add/sergioolles,"[1.5298236, 42.5074289]",Andorra la Vieja,Andorra,en
723980018527940608,@albamorgan92 aveces hay q saber donde estan tus limites para no hacer mas daño a los q quieres grande animo a palabras sordas oidos necios,1461445261972,544395843,Rohan Guillen,rohan22188120,Sat Apr 23 21:01:01 +0000 2016,Athens,Tengo un objetivo prioritario comerme a la gente que no da nada por mi,"[-0.903059, 41.6505205]",España,España,es
723993277159096320,Concierto ahora en nuestro club https://t.co/qFFmDNfRVo,1461448423076,720195766447431680,Club Joseff,ClubJoseff,Sat Apr 23 21:53:43 +0000 2016,,,"[1.5351544, 42.507571]",Escaldes-Engordany,Andorra,es
724006190783451136,"'Dicen que todo lo bueno se acaba' @ Andorra la Vella, Andorra https://t.co/J6TQTBAPTO",1461451501924,119834330,Char.,Caarlotaa,Sat Apr 23 22:45:01 +0000 2016,Madrid,"Obsesión por el tiempo.Dicen que todo lo bueno se acaba.TODOS LOCOS. ∞ My Life,My Rules ∞ No te mires tanto,que estás muy





 snapchat: carlota2205","[1.51667, 42.5]",Andorra la Vieja,Andorra,es
724006515930218497,"Ici demeure un silence, aussi grand que ceux des cathédrales.",1461451579445,712295433557639168,Luna,Selenophiliaaaa,Sat Apr 23 22:46:19 +0000 2016,,Mini blonde lunaire danseuse à nébuleuses courte sur pattes • cactée •                     insta : selenophiliaa,"[2.27002874, 48.91436648]",France,France,fr
724013208109985792,I❤️you! Amarte por sobre todo!!  #sanjordi 💛💚💙💜 @ Canillo https://t.co/Jctldpwh9F,1461453174985,155001612,Sofi Craveli,soficra,Sat Apr 23 23:12:54 +0000 2016,Santiago,"Antes de morir...VIVE,AMA,SUEÑA  ❤️","[1.6, 42.56666667]",Canillo,Andorra,es
724025869216419842,Avec mon loulou 😘👼 @ Pas de la Casa https://t.co/1RqVoSoNLv,1461456193628,53970814,Mika Ël,mikadosebo,Sun Apr 24 00:03:13 +0000 2016,Paris,✈️ Toulousain ☀️ ! Je suis un Connard ! J'aime le pouvoir ! Je suis pas cool et je suis insociable ! Rugbyman (ou pas),"[1.73333, 42.55]",Encamp,Andorra,fr
724099828893007873,Good morning #Andorra! Sun will rise in 30 minutes (local time 06:57) #Sunrise #Photo #Photography [24.04.2016],1461473826989,4567387397,PhotoSchedule,PhotoSchedule,Sun Apr 24 04:57:06 +0000 2016,Midway Island,We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep,"[1.51667, 42.5]",Andorra la Vella,Andorra,en
724142917581836288,"Amb aquesta imatge de #laseu d'ahir després de la tempesta, amb el #Cadi al fons i la nostra… https://t.co/zzGWT17P9B",1461484100133,309834506,Jordi Fàbrega,jorfabrega,Sun Apr 24 07:48:20 +0000 2016,Athens,"Pediatre català, que estima la seva professió i el seu pais. Membre de @pedpirineus i @igersseu. Tuitejo per compartir, per aprendre, i perquè m'agrada. ;-)","[1.4673, 42.36215]",les Valls de Valira,España,und
724150644945354752,Limoncello... @ Sispony https://t.co/3tHtmG6kvm,1461485942480,17003386,Josep A. Rivero,hunnito,Sun Apr 24 08:19:02 +0000 2016,Madrid,Quality Manager,"[1.51667, 42.5333]",la Massana,Andorra,it
724153791575121920,J'ai fait un rêve très choquant...😳😳,1461486692695,3116401960,C'est un classic.,CorreaSaga78,Sun Apr 24 08:31:32 +0000 2016,,tu veut m'donner des lecon sa t'apprendra/ H24 dans la zone j'la monopolise,"[1.46030879, 49.2813797]",France,France,fr
724157266782359552,4 de 6 amb agulla carregat i descarregat #castellersdandorra… https://t.co/d0U72rOWdq,1461487521249,238663200,Marta Dejuan,MartaDejuan,Sun Apr 24 08:45:21 +0000 2016,Berlin,"Sóc pedagoga. M'apassiona el món de l'educació, el cicloturisme, la muntanya, el mar...","[1.52300014, 42.50701674]",Andorra la Vella,Andorra,und
724158889772613632,En el campus de waterpolo WP CAMP XTRM de este verano en Encamp aprenderás de los mejores… https://t.co/bGinejVHuP,1461487908200,2508098103,WP Camp,campuswpcamp,Sun Apr 24 08:51:48 +0000 2016,,Campus y torneos de waterpolo. ES | CA,"[1.58064943, 42.53588236]",Encamp,Andorra,es
724170203156897792,#pretemporada2016 #jardiordino @ Ordino https://t.co/voU9qc0TsM,1461490605521,1676055386,Lourdes Lpz Montanya,llopmont,Sun Apr 24 09:36:45 +0000 2016,Madrid,"Cultura, art, patrimoni, humanística i humor. Facebook//. Culture, arts, heritage, humanistics and humour. Facebook.","[1.53305556, 42.555]",Ordino,Andorra,eu
724172775234113536,"¡¡¡ Buenos días !!! 
Nos alegramos qué #Sevilla acoja nuestro producto 
¡Comunidad #neverusual que crece!
#bambú https://t.co/UxcALFQTX3",1461491218752,2776084585,SEVENSunglasses,Se7enSunglasses,Sun Apr 24 09:46:58 +0000 2016,Madrid,"Gafas de sol polarizadas hechas con madera de bambú. Define tu estilo.
Envío 24/48h
#Sunglasses made ​​of #bamboo wood and #polarized glass
¡Hazte #neverusual!","[-0.0380494, 38.6138073]",España,España,es
724172910810808324,@miguelpinho8765 Sa va vieux croûton?😂✌️,1461491251076,4318595261,Lydiegrs,lydiesdu23,Sun Apr 24 09:47:31 +0000 2016,,,"[1.71101707, 46.03000208]",France,France,fr
724175202666455040,@andorraworld_ad esteu segurs de la necessitat de fonts de colors i… https://t.co/qNd1NSs5IN,1461491797497,95665607,SERAFI,SERAFI21,Sun Apr 24 09:56:37 +0000 2016,Madrid,Fixed Income Trader @MoraBanc Digo lo que pienso y normalmente pienso lo que digo. Los miercoles sobre las 13:45 os lo cuento en @Ser_Andorra RT no es estar OK.,"[1.5859672, 42.53803858]",Encamp,Andorra,und
724183080777355272,#Preventiu castellers. #Preventivo castellers. #Andorra #castellers #castellersandorra… https://t.co/rMW10anh8h,1461493675785,145900077,David Becerra,Neo271,Sun Apr 24 10:27:55 +0000 2016,Madrid,Técnico emergencias sanitarias y fanático de la tecnología-Siempre he creído que tengo una cita con el destino!- La sinceridad ante todo!Las verdades a la cara!,"[1.52933346, 42.50882569]",Andorra la Vella,Andorra,en
724193241546014720,Je me suis réveillée pile avant Dohr si c pas magnifique ça,1461496098301,3410878186,ahlalalala,Call_me_Kehla,Sun Apr 24 11:08:18 +0000 2016,Pacific Time (US & Canada),Because everything is Mektub,"[1.3331829, 43.6101413]",Midi-Pyrénées,France,fr
724204671271878656,@cw_spnbaby happy birthday 🎂🎈,1461498823360,4854374248,angie,jensangel75,Sun Apr 24 11:53:43 +0000 2016,Pacific Time (US & Canada),,"[2.9618178, 49.9949834]",France,France,en
724204882408923136,#tmaxbcnofficial #andorra @ Os de Civís https://t.co/6u8uVTycz2,1461498873699,56786619,Xavier Camps,XavierCamps,Sun Apr 24 11:54:33 +0000 2016,Madrid,"Técnico superior en Telecomunicaciones e informática y Técnico superior en sonido. Aficionado a la tecnología y al deporte.
Telegram: @xaviercamps","[1.43333, 42.5]",Les Valls de Valira,España,pt
724207227297513472,#gym #fit #full #top #cardio #illacarlemany #next #contenta #felizdomingo #💪 @ NEXT Health Club… https://t.co/rc9R78d8Wj,1461499432764,783019352,fernanda barbosa,fernand00429439,Sun Apr 24 12:03:52 +0000 2016,,,"[1.5350611, 42.5086708]",Escaldes-Engordany,Andorra,en
724210768091222016,"@ASta_stephane Bonjour à vous aussi. Pavie fait partie du Grand-Auch et donc du projet conçu, réalisé et financé par Orange.",1461500276955,2436930193,Gers Numérique,GersNumerique,Sun Apr 24 12:17:56 +0000 2016,,Gers Numérique rassemble Conseil Departemental et Communautés de Communes du Gers pour le deploiement du Très Haut Débit. 100% des Gersois à +de 8Mbit/s en 2017,"[1.18098887, 44.82639484]",France,France,fr
724223355600134144,Amove con eso de darse la mano . Si yo me llevo mal con un.piloto.px se la tengo q dar? Como si viene el rey,1461503278051,1729635834,juanjo,juanjo3556,Sun Apr 24 13:07:58 +0000 2016,Madrid,"aquí sólo se conjuga el tiempo de una manera: presente del verbo ser, porque el pasado se fue, y el futuro nunca llega.","[-5.96096955, 36.2522704]",España,España,es
724223887731367937,"Mañana completa #caminata #airepuro #desconectar #engolasters @ Engolasters, Escaldes-engordany, https://t.co/lPLbVATBAb",1461503404921,464516203,L4UR4,Laura_AND12,Sun Apr 24 13:10:04 +0000 2016,Athens,Arquitectura | Sostenibilidad,"[1.54789357, 42.50930003]",Escaldes-Engordany,Andorra,es
724225319234740225,Paseitos por Bellver de Cerdanya #catalunya #cerdanya #cadi #pirineos @ Bellver De La Cerdanya https://t.co/1cg36c6kIQ,1461503746218,464516203,L4UR4,Laura_AND12,Sun Apr 24 13:15:46 +0000 2016,Athens,Arquitectura | Sostenibilidad,"[1.77614067, 42.37051429]",Bellver de Cerdanya,España,und
724225399627108352,https://t.co/26CUz70An8,1461503765385,1557624655,Jesse-Lee petherick,Jesspetherick,Sun Apr 24 13:16:05 +0000 2016,,"loves sports, boxing, gym, country music, outdoors, fishing, rugby, family and great sence of humour 
ask me More!!!","[0.0830275, 51.4503852]",Spain,España,und
724230027370356736,Excellent weekend with my girl in Andorra! 😊 @ Andorra la Vella https://t.co/aQZqe0XJ2h,1461504868725,179862455,Albert Rojo,AlbertRojo,Sun Apr 24 13:34:28 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.5229481, 42.5059814]",Andorra la Vieja,Andorra,en
724240197395857408,Mmm... On havia aparcat? 😅 @ Sant Julià de Lòria https://t.co/thzETERzIx,1461507293448,56786619,Xavier Camps,XavierCamps,Sun Apr 24 14:14:53 +0000 2016,Madrid,"Técnico superior en Telecomunicaciones e informática y Técnico superior en sonido. Aficionado a la tecnología y al deporte.
Telegram: @xaviercamps","[1.49111111, 42.465]",San Julián de Loria,Andorra,und
724245419920859136,"Nice team work again by @Etixx_QuickStep in #LBL, I hope the win comes home!! And respect to ALL the bunch there, #roadheroes.",1461508538595,128804249,Carlos Verona,Carlos_Verona,Sun Apr 24 14:35:38 +0000 2016,Greenland,"Esfuerzo y trabajo, creo que everything happens for a reason. Pro-cyclist for @Etixx_Quickstep.","[1.5145654, 42.5322347]",la Massana,Andorra,en
724252071055265794,"Un amor ayer 💁 💜 ! 
#Familia #santjordiday 💛 .",1461510124349,723840931384950784,vคภεรรค ♡ ണεภ∂๏zค,vnsssunmoon,Sun Apr 24 15:02:04 +0000 2016,,« Solo busco mi felicidad ✧ ♡ »《 En España ♕ ♡ // Philippines ✈ ✧ 》『 Primaria ❄ ✧ -- 12 años ♕ ✧ ♡ 』˜☫Tinista ♕ ♡ = Real Madrid ♕ ✧ ' .,"[2.1654508, 41.3807003]",España,España,es
724254217116999680,Hay días en los que la montaña se vuelve en contra como hoy... Hemos encontrado a una… https://t.co/WRYV1UgqmT,1461510636010,44591053,David Gonzalez,davichuelo,Sun Apr 24 15:10:36 +0000 2016,Madrid,Emprendedor techy // Creatividad // marketing tecnologico // software - apps - wifi y eventos,"[1.689882, 42.508104]",Encamp,Andorra,es
724265617977647104,@Angeellees invita no? Jiji,1461513354187,1729635834,juanjo,juanjo3556,Sun Apr 24 15:55:54 +0000 2016,Madrid,"aquí sólo se conjuga el tiempo de una manera: presente del verbo ser, porque el pasado se fue, y el futuro nunca llega.","[-5.9607408, 36.2524943]",España,España,es
724266974147149824,@justinbieber  Add me In snapchat As Andreapin1 Because I Can't  Talk With You. PLEASE Add Me JB. https://t.co/eM3cXld4su,1461513677523,2937314392,AndreaPin_Bieber,andreac15_pin,Sun Apr 24 16:01:17 +0000 2016,Pacific Time (US & Canada),Justin Bieber ♡,"[-3.3959786, 40.6410631]",Spain,España,en
724268326906671104,xoxoneria desacatá @ Andorra https://t.co/817aP1jKog,1461514000046,258649337,#KingOfSwaggers,SweetFlow23,Sun Apr 24 16:06:40 +0000 2016,Athens,Booking : dani@polarnights.net / booking@sweetflow.net // Artista & WIFImaker klk #KingOfSwaggers          (Full HD) http://youtu.be/NRQn1OqCbUc,"[1.5, 42.5]",Andorra la Vieja,Andorra,pt
724272998132404226,Hola hay alguien?,1461515113753,1729635834,juanjo,juanjo3556,Sun Apr 24 16:25:13 +0000 2016,Madrid,"aquí sólo se conjuga el tiempo de una manera: presente del verbo ser, porque el pasado se fue, y el futuro nunca llega.","[-5.96096955, 36.2522704]",España,España,es
724289032449101824,"A triste realidade, os Homens não gostam de fotos https://t.co/gw9aUPGFX4",1461518936632,4240974022,adriana filipa,moonriseandset,Sun Apr 24 17:28:56 +0000 2016,Pacific Time (US & Canada),♉ 17 ⚫Let your soul shine⚫,"[-8.5636892, 41.7806133]",Espanha,España,pt
724298308387221504,Cuando a 24 de abril la enfermedad aún está al 200%!! 🙊 siempre por… https://t.co/w7eChRjZjB,1461521148188,385652556,Ricardo Ruano,Ricardo10Ruano,Sun Apr 24 18:05:48 +0000 2016,,Profesional Shapper grupo ASPsnowparks en Vallnord Snowparks Arinsal / Tecnico Deportivo Snowboard nivel 2.,"[1.73259592, 42.54258032]",Encamp,Andorra,es
