"shapeid","x","y","date","time of da","LOCATIONS","planning a","number of","X","Y","DateTime","time of _1","LOCATION_1"
"8925","103.745472762","1.32164642524","2014-07-18","11:15:00","AFT PANDAN GDNS","JURONG EAST","3","11548893.2","147138.0561","2014-07-18 11:15:00","NULL","NULL"
"8926","103.739583767","1.32227303096","2014-07-18","11:15:00","BEF HASANAH MQUE","JURONG EAST","3","11548237.64","147207.8281","2014-07-18 11:15:00","NULL","NULL"
"8927","103.744240992","1.32403148754","2014-07-18","11:15:00","BEF JURONG TOWN HALL RD","JURONG EAST","1","11548756.08","147403.6308","2014-07-18 11:15:00","NULL","NULL"
"8928","103.745779447","1.32145767025","2014-07-18","11:15:00","BEF PANDAN GDNS","JURONG EAST","1","11548927.34","147117.0384","2014-07-18 11:15:00","NULL","NULL"
"8929","103.739697403","1.336447722","2014-07-18","11:15:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","9","11548250.29","148786.1723","2014-07-18 11:15:00","NULL","NULL"
"8930","103.738540194","1.33450242777","2014-07-18","11:15:00","BLK 124","JURONG EAST","9","11548121.47","148569.5643","2014-07-18 11:15:00","NULL","NULL"
"8931","103.73886754","1.33458100275","2014-07-18","11:15:00","BLK 134","JURONG EAST","2","11548157.91","148578.3136","2014-07-18 11:15:00","NULL","NULL"
"8932","103.74613006","1.34498713929","2014-07-18","11:15:00","BLK 190","BUKIT BATOK","1","11548966.37","149737.0362","2014-07-18 11:15:00","NULL","NULL"
"8933","103.741730381","1.33850750696","2014-07-18","11:15:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-18 11:15:00","NULL","NULL"
"8934","103.738080077","1.3420197473","2014-07-18","11:15:00","BLK 229","JURONG EAST","8","11548070.25","149406.6168","2014-07-18 11:15:00","NULL","NULL"
"8935","103.743615945","1.34160223504","2014-07-18","11:15:00","BLK 241","JURONG EAST","4","11548686.5","149360.1268","2014-07-18 11:15:00","NULL","NULL"
"8936","103.740474087","1.34145830331","2014-07-18","11:15:00","BLK 246","JURONG EAST","4","11548336.75","149344.1","2014-07-18 11:15:00","NULL","NULL"
"8937","103.737386937","1.34272521892","2014-07-18","11:15:00","BLK 252","JURONG EAST","2","11547993.09","149485.1711","2014-07-18 11:15:00","NULL","NULL"
"8938","103.745983724","1.33932016064","2014-07-18","11:15:00","BLK 284","JURONG EAST","1","11548950.08","149106.0179","2014-07-18 11:15:00","NULL","NULL"
"8939","103.741738286","1.32180773232","2014-07-18","11:15:00","BLK 41","JURONG EAST","3","11548477.48","147156.0175","2014-07-18 11:15:00","NULL","NULL"
"8940","103.732558043","1.34240175164","2014-07-18","11:15:00","CHINESE GARDEN MRT","JURONG EAST","2","11547455.54","149449.153","2014-07-18 11:15:00","NULL","NULL"
"8941","103.747727444","1.33451178837","2014-07-18","11:15:00","IMM BLDG","JURONG EAST","2","11549144.19","148570.6066","2014-07-18 11:15:00","NULL","NULL"
"8942","103.742263261","1.33320902467","2014-07-18","11:15:00","JURONG EAST MRT","JURONG EAST","6","11548535.92","148425.5443","2014-07-18 11:15:00","NULL","NULL"
"8943","103.739142873","1.33250994189","2014-07-18","11:15:00","JURONG EAST LIB","JURONG EAST","1","11548188.56","148347.7017","2014-07-18 11:15:00","NULL","NULL"
"8944","103.742683763","1.33584740373","2014-07-18","11:15:00","JURONG EAST STN/INT","JURONG EAST","1","11548582.73","148719.327","2014-07-18 11:15:00","NULL","NULL"
"8945","103.741492327","1.33328641244","2014-07-18","11:15:00","JURONG EAST TEMP INT","JURONG EAST","23","11548450.1","148434.1614","2014-07-18 11:15:00","NULL","NULL"
"8946","103.742772337","1.32959816777","2014-07-18","11:15:00","JURONG TOWN HALL","JURONG EAST","1","11548592.59","148023.477","2014-07-18 11:15:00","NULL","NULL"
"8947","103.744203802","1.34046752635","2014-07-18","11:15:00","OPP BLK 288D","JURONG EAST","5","11548751.94","149233.777","2014-07-18 11:15:00","NULL","NULL"
"8948","103.748007269","1.33512009352","2014-07-18","11:15:00","OPP IMM BLDG","JURONG EAST","4","11549175.34","148638.3412","2014-07-18 11:15:00","NULL","NULL"
"8949","103.737037492","1.33412397676","2014-07-18","11:15:00","OPP S'PORE SCIENCE CTR","JURONG EAST","1","11547954.19","148527.4239","2014-07-18 11:15:00","NULL","NULL"
"8950","103.748179027","1.33069312468","2014-07-18","11:15:00","OPP THE SYNERGY","JURONG EAST","1","11549194.46","148145.3999","2014-07-18 11:15:00","NULL","NULL"
"8951","103.734587517","1.34399747198","2014-07-18","11:15:00","PARC OASIS AVE1","JURONG EAST","1","11547681.46","149626.8366","2014-07-18 11:15:00","NULL","NULL"
"8952","103.739082507","1.33616925803","2014-07-18","11:15:00","SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548181.84","148755.1654","2014-07-18 11:15:00","NULL","NULL"
"8953","103.751375592","1.32811788638","2014-07-18","11:30:00","AFT BOON LAY SUB STN","CLEMENTI","2","11549550.3","147858.6485","2014-07-18 11:30:00","NULL","NULL"
"8954","103.745672637","1.33234369433","2014-07-18","11:30:00","AFT JURONG EAST ST 11","JURONG EAST","2","11548915.45","148329.1901","2014-07-18 11:30:00","NULL","NULL"
"8955","103.739583767","1.32227303096","2014-07-18","11:30:00","BEF HASANAH MQUE","JURONG EAST","1","11548237.64","147207.8281","2014-07-18 11:30:00","NULL","NULL"
"8956","103.745779447","1.32145767025","2014-07-18","11:30:00","BEF PANDAN GDNS","JURONG EAST","7","11548927.34","147117.0384","2014-07-18 11:30:00","NULL","NULL"
"8957","103.739697403","1.336447722","2014-07-18","11:30:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","6","11548250.29","148786.1723","2014-07-18 11:30:00","NULL","NULL"
"8958","103.734273016","1.33955998749","2014-07-18","11:30:00","BLK 114","JURONG EAST","1","11547646.45","149132.7226","2014-07-18 11:30:00","NULL","NULL"
"8959","103.738540194","1.33450242777","2014-07-18","11:30:00","BLK 124","JURONG EAST","9","11548121.47","148569.5643","2014-07-18 11:30:00","NULL","NULL"
"8960","103.73886754","1.33458100275","2014-07-18","11:30:00","BLK 134","JURONG EAST","2","11548157.91","148578.3136","2014-07-18 11:30:00","NULL","NULL"
"8961","103.74613006","1.34498713929","2014-07-18","11:30:00","BLK 190","BUKIT BATOK","7","11548966.37","149737.0362","2014-07-18 11:30:00","NULL","NULL"
"8962","103.741730381","1.33850750696","2014-07-18","11:30:00","BLK 207","JURONG EAST","5","11548476.6","149015.529","2014-07-18 11:30:00","NULL","NULL"
"8963","103.738080077","1.3420197473","2014-07-18","11:30:00","BLK 229","JURONG EAST","7","11548070.25","149406.6168","2014-07-18 11:30:00","NULL","NULL"
"8964","103.741071287","1.34126651616","2014-07-18","11:30:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-18 11:30:00","NULL","NULL"
"8965","103.743615945","1.34160223504","2014-07-18","11:30:00","BLK 241","JURONG EAST","5","11548686.5","149360.1268","2014-07-18 11:30:00","NULL","NULL"
"8966","103.737386937","1.34272521892","2014-07-18","11:30:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-18 11:30:00","NULL","NULL"
"8967","103.745983724","1.33932016064","2014-07-18","11:30:00","BLK 284","JURONG EAST","5","11548950.08","149106.0179","2014-07-18 11:30:00","NULL","NULL"
"8968","103.741738286","1.32180773232","2014-07-18","11:30:00","BLK 41","JURONG EAST","7","11548477.48","147156.0175","2014-07-18 11:30:00","NULL","NULL"
"8969","103.738751388","1.32661227661","2014-07-18","11:30:00","CARRIER S'PORE","JURONG EAST","1","11548144.98","147690.9998","2014-07-18 11:30:00","NULL","NULL"
"8970","103.732558043","1.34240175164","2014-07-18","11:30:00","CHINESE GARDEN MRT","JURONG EAST","4","11547455.54","149449.153","2014-07-18 11:30:00","NULL","NULL"
"8971","103.747727444","1.33451178837","2014-07-18","11:30:00","IMM BLDG","JURONG EAST","3","11549144.19","148570.6066","2014-07-18 11:30:00","NULL","NULL"
"8972","103.742263261","1.33320902467","2014-07-18","11:30:00","JURONG EAST MRT","JURONG EAST","1","11548535.92","148425.5443","2014-07-18 11:30:00","NULL","NULL"
"8973","103.739142873","1.33250994189","2014-07-18","11:30:00","JURONG EAST LIB","JURONG EAST","3","11548188.56","148347.7017","2014-07-18 11:30:00","NULL","NULL"
"8974","103.742683763","1.33584740373","2014-07-18","11:30:00","JURONG EAST STN/INT","JURONG EAST","1","11548582.73","148719.327","2014-07-18 11:30:00","NULL","NULL"
"8975","103.741492327","1.33328641244","2014-07-18","11:30:00","JURONG EAST TEMP INT","JURONG EAST","65","11548450.1","148434.1614","2014-07-18 11:30:00","NULL","NULL"
"8976","103.744203802","1.34046752635","2014-07-18","11:30:00","OPP BLK 288D","JURONG EAST","3","11548751.94","149233.777","2014-07-18 11:30:00","NULL","NULL"
"8977","103.736417654","1.32122939629","2014-07-18","11:30:00","OPP BLK 51","JURONG EAST","2","11547885.19","147091.6203","2014-07-18 11:30:00","NULL","NULL"
"8978","103.748007269","1.33512009352","2014-07-18","11:30:00","OPP IMM BLDG","JURONG EAST","15","11549175.34","148638.3412","2014-07-18 11:30:00","NULL","NULL"
"8979","103.739581161","1.33184700096","2014-07-18","11:30:00","OPP JURONG EAST LIB","JURONG EAST","3","11548237.35","148273.8835","2014-07-18 11:30:00","NULL","NULL"
"8980","103.748179027","1.33069312468","2014-07-18","11:30:00","OPP THE SYNERGY","JURONG EAST","1","11549194.46","148145.3999","2014-07-18 11:30:00","NULL","NULL"
"8981","103.734587517","1.34399747198","2014-07-18","11:30:00","PARC OASIS AVE1","JURONG EAST","3","11547681.46","149626.8366","2014-07-18 11:30:00","NULL","NULL"
"8982","103.743402684","1.32124374486","2014-07-18","11:30:00","TEBAN GDN PO","JURONG EAST","9","11548662.76","147093.218","2014-07-18 11:30:00","NULL","NULL"
"8983","103.751375592","1.32811788638","2014-07-18","11:45:00","AFT BOON LAY SUB STN","CLEMENTI","2","11549550.3","147858.6485","2014-07-18 11:45:00","NULL","NULL"
"8984","103.739462494","1.32251911457","2014-07-18","11:45:00","AFT HASANAH MQUE","JURONG EAST","1","11548224.14","147235.2293","2014-07-18 11:45:00","NULL","NULL"
"8985","103.745672637","1.33234369433","2014-07-18","11:45:00","AFT JURONG EAST ST 11","JURONG EAST","1","11548915.45","148329.1901","2014-07-18 11:45:00","NULL","NULL"
"8986","103.739583767","1.32227303096","2014-07-18","11:45:00","BEF HASANAH MQUE","JURONG EAST","4","11548237.64","147207.8281","2014-07-18 11:45:00","NULL","NULL"
"8987","103.739697403","1.336447722","2014-07-18","11:45:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","7","11548250.29","148786.1723","2014-07-18 11:45:00","NULL","NULL"
"8988","103.74576193","1.33265667254","2014-07-18","11:45:00","BEF TOH GUAN RD","JURONG EAST","1","11548925.39","148364.0401","2014-07-18 11:45:00","NULL","NULL"
"8989","103.738962402","1.33768575825","2014-07-18","11:45:00","BLK 105","JURONG EAST","1","11548168.47","148924.0274","2014-07-18 11:45:00","NULL","NULL"
"8990","103.734273016","1.33955998749","2014-07-18","11:45:00","BLK 114","JURONG EAST","1","11547646.45","149132.7226","2014-07-18 11:45:00","NULL","NULL"
"8991","103.738540194","1.33450242777","2014-07-18","11:45:00","BLK 124","JURONG EAST","4","11548121.47","148569.5643","2014-07-18 11:45:00","NULL","NULL"
"8992","103.73886754","1.33458100275","2014-07-18","11:45:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-18 11:45:00","NULL","NULL"
"8993","103.742577762","1.33638853104","2014-07-18","11:45:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-18 11:45:00","NULL","NULL"
"8994","103.741730381","1.33850750696","2014-07-18","11:45:00","BLK 207","JURONG EAST","3","11548476.6","149015.529","2014-07-18 11:45:00","NULL","NULL"
"8995","103.74106958","1.33826347973","2014-07-18","11:45:00","BLK 209","JURONG EAST","1","11548403.04","148988.3566","2014-07-18 11:45:00","NULL","NULL"
"8996","103.735971012","1.34220937633","2014-07-18","11:45:00","BLK 228","JURONG EAST","2","11547835.47","149427.732","2014-07-18 11:45:00","NULL","NULL"
"8997","103.738080077","1.3420197473","2014-07-18","11:45:00","BLK 229","JURONG EAST","4","11548070.25","149406.6168","2014-07-18 11:45:00","NULL","NULL"
"8998","103.741071287","1.34126651616","2014-07-18","11:45:00","BLK 239","JURONG EAST","3","11548403.23","149322.7445","2014-07-18 11:45:00","NULL","NULL"
"8999","103.743615945","1.34160223504","2014-07-18","11:45:00","BLK 241","JURONG EAST","2","11548686.5","149360.1268","2014-07-18 11:45:00","NULL","NULL"
"9000","103.740474087","1.34145830331","2014-07-18","11:45:00","BLK 246","JURONG EAST","4","11548336.75","149344.1","2014-07-18 11:45:00","NULL","NULL"
"9001","103.737386937","1.34272521892","2014-07-18","11:45:00","BLK 252","JURONG EAST","2","11547993.09","149485.1711","2014-07-18 11:45:00","NULL","NULL"
"9002","103.736835101","1.34465060543","2014-07-18","11:45:00","BLK 253","JURONG EAST","1","11547931.66","149699.5631","2014-07-18 11:45:00","NULL","NULL"
"9003","103.745983724","1.33932016064","2014-07-18","11:45:00","BLK 284","JURONG EAST","4","11548950.08","149106.0179","2014-07-18 11:45:00","NULL","NULL"
"9004","103.746011392","1.33905284743","2014-07-18","11:45:00","BLK 286A","JURONG EAST","2","11548953.16","149076.2526","2014-07-18 11:45:00","NULL","NULL"
"9005","103.743989913","1.34039218102","2014-07-18","11:45:00","BLK 288E","JURONG EAST","1","11548728.13","149225.3873","2014-07-18 11:45:00","NULL","NULL"
"9006","103.732558043","1.34240175164","2014-07-18","11:45:00","CHINESE GARDEN MRT","JURONG EAST","1","11547455.54","149449.153","2014-07-18 11:45:00","NULL","NULL"
"9007","103.747727444","1.33451178837","2014-07-18","11:45:00","IMM BLDG","JURONG EAST","3","11549144.19","148570.6066","2014-07-18 11:45:00","NULL","NULL"
"9008","103.742263261","1.33320902467","2014-07-18","11:45:00","JURONG EAST MRT","JURONG EAST","6","11548535.92","148425.5443","2014-07-18 11:45:00","NULL","NULL"
"9009","103.739142873","1.33250994189","2014-07-18","11:45:00","JURONG EAST LIB","JURONG EAST","1","11548188.56","148347.7017","2014-07-18 11:45:00","NULL","NULL"
"9010","103.742683763","1.33584740373","2014-07-18","11:45:00","JURONG EAST STN/INT","JURONG EAST","9","11548582.73","148719.327","2014-07-18 11:45:00","NULL","NULL"
"9011","103.741492327","1.33328641244","2014-07-18","11:45:00","JURONG EAST TEMP INT","JURONG EAST","49","11548450.1","148434.1614","2014-07-18 11:45:00","NULL","NULL"
"9012","103.744203802","1.34046752635","2014-07-18","11:45:00","OPP BLK 288D","JURONG EAST","5","11548751.94","149233.777","2014-07-18 11:45:00","NULL","NULL"
"9013","103.745560887","1.32503455858","2014-07-18","11:45:00","OPP GERMAN CTR","JURONG EAST","1","11548903.01","147515.322","2014-07-18 11:45:00","NULL","NULL"
"9014","103.748007269","1.33512009352","2014-07-18","11:45:00","OPP IMM BLDG","JURONG EAST","10","11549175.34","148638.3412","2014-07-18 11:45:00","NULL","NULL"
"9015","103.739581161","1.33184700096","2014-07-18","11:45:00","OPP JURONG EAST LIB","JURONG EAST","1","11548237.35","148273.8835","2014-07-18 11:45:00","NULL","NULL"
"9016","103.748179027","1.33069312468","2014-07-18","11:45:00","OPP THE SYNERGY","JURONG EAST","1","11549194.46","148145.3999","2014-07-18 11:45:00","NULL","NULL"
"9017","103.734587517","1.34399747198","2014-07-18","11:45:00","PARC OASIS AVE1","JURONG EAST","2","11547681.46","149626.8366","2014-07-18 11:45:00","NULL","NULL"
"9018","103.735428609","1.3419259889","2014-07-18","11:45:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-18 11:45:00","NULL","NULL"
"9019","103.743402684","1.32124374486","2014-07-18","11:45:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-18 11:45:00","NULL","NULL"
"9020","103.754928788","1.33716866539","2014-07-18","11:45:00","TOH GUAN CTR","CLEMENTI","1","11549945.84","148866.4492","2014-07-18 11:45:00","NULL","NULL"
"9021","103.751375592","1.32811788638","2014-07-18","12:00:00","AFT BOON LAY SUB STN","CLEMENTI","8","11549550.3","147858.6485","2014-07-18 12:00:00","NULL","NULL"
"9022","103.745672637","1.33234369433","2014-07-18","12:00:00","AFT JURONG EAST ST 11","JURONG EAST","1","11548915.45","148329.1901","2014-07-18 12:00:00","NULL","NULL"
"9023","103.739583767","1.32227303096","2014-07-18","12:00:00","BEF HASANAH MQUE","JURONG EAST","6","11548237.64","147207.8281","2014-07-18 12:00:00","NULL","NULL"
"9024","103.745779447","1.32145767025","2014-07-18","12:00:00","BEF PANDAN GDNS","JURONG EAST","4","11548927.34","147117.0384","2014-07-18 12:00:00","NULL","NULL"
"9025","103.739697403","1.336447722","2014-07-18","12:00:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","3","11548250.29","148786.1723","2014-07-18 12:00:00","NULL","NULL"
"9026","103.736409929","1.34015354868","2014-07-18","12:00:00","BEF YUHUA CC","JURONG EAST","1","11547884.33","149198.8156","2014-07-18 12:00:00","NULL","NULL"
"9027","103.738962402","1.33768575825","2014-07-18","12:00:00","BLK 105","JURONG EAST","1","11548168.47","148924.0274","2014-07-18 12:00:00","NULL","NULL"
"9028","103.734273016","1.33955998749","2014-07-18","12:00:00","BLK 114","JURONG EAST","3","11547646.45","149132.7226","2014-07-18 12:00:00","NULL","NULL"
"9029","103.738540194","1.33450242777","2014-07-18","12:00:00","BLK 124","JURONG EAST","6","11548121.47","148569.5643","2014-07-18 12:00:00","NULL","NULL"
"9030","103.73886754","1.33458100275","2014-07-18","12:00:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-18 12:00:00","NULL","NULL"
"9031","103.74613006","1.34498713929","2014-07-18","12:00:00","BLK 190","BUKIT BATOK","2","11548966.37","149737.0362","2014-07-18 12:00:00","NULL","NULL"
"9032","103.742577762","1.33638853104","2014-07-18","12:00:00","BLK 203","CLEMENTI","2","11548570.93","148779.5814","2014-07-18 12:00:00","NULL","NULL"
"9033","103.741730381","1.33850750696","2014-07-18","12:00:00","BLK 207","JURONG EAST","2","11548476.6","149015.529","2014-07-18 12:00:00","NULL","NULL"
"9034","103.738665778","1.33833605997","2014-07-18","12:00:00","BLK 210","JURONG EAST","1","11548135.45","148996.4384","2014-07-18 12:00:00","NULL","NULL"
"9035","103.738080077","1.3420197473","2014-07-18","12:00:00","BLK 229","JURONG EAST","4","11548070.25","149406.6168","2014-07-18 12:00:00","NULL","NULL"
"9036","103.741071287","1.34126651616","2014-07-18","12:00:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-18 12:00:00","NULL","NULL"
"9037","103.743615945","1.34160223504","2014-07-18","12:00:00","BLK 241","JURONG EAST","2","11548686.5","149360.1268","2014-07-18 12:00:00","NULL","NULL"
"9038","103.740474087","1.34145830331","2014-07-18","12:00:00","BLK 246","JURONG EAST","2","11548336.75","149344.1","2014-07-18 12:00:00","NULL","NULL"
"9039","103.737386937","1.34272521892","2014-07-18","12:00:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-18 12:00:00","NULL","NULL"
"9040","103.745983724","1.33932016064","2014-07-18","12:00:00","BLK 284","JURONG EAST","4","11548950.08","149106.0179","2014-07-18 12:00:00","NULL","NULL"
"9041","103.746011392","1.33905284743","2014-07-18","12:00:00","BLK 286A","JURONG EAST","2","11548953.16","149076.2526","2014-07-18 12:00:00","NULL","NULL"
"9042","103.741738286","1.32180773232","2014-07-18","12:00:00","BLK 41","JURONG EAST","1","11548477.48","147156.0175","2014-07-18 12:00:00","NULL","NULL"
"9043","103.732558043","1.34240175164","2014-07-18","12:00:00","CHINESE GARDEN MRT","JURONG EAST","1","11547455.54","149449.153","2014-07-18 12:00:00","NULL","NULL"
"9044","103.745929645","1.32526198171","2014-07-18","12:00:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-18 12:00:00","NULL","NULL"
"9045","103.747727444","1.33451178837","2014-07-18","12:00:00","IMM BLDG","JURONG EAST","5","11549144.19","148570.6066","2014-07-18 12:00:00","NULL","NULL"
"9046","103.742263261","1.33320902467","2014-07-18","12:00:00","JURONG EAST MRT","JURONG EAST","6","11548535.92","148425.5443","2014-07-18 12:00:00","NULL","NULL"
"9047","103.742683763","1.33584740373","2014-07-18","12:00:00","JURONG EAST STN/INT","JURONG EAST","3","11548582.73","148719.327","2014-07-18 12:00:00","NULL","NULL"
"9048","103.741492327","1.33328641244","2014-07-18","12:00:00","JURONG EAST TEMP INT","JURONG EAST","32","11548450.1","148434.1614","2014-07-18 12:00:00","NULL","NULL"
"9049","103.744203802","1.34046752635","2014-07-18","12:00:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-18 12:00:00","NULL","NULL"
"9050","103.748007269","1.33512009352","2014-07-18","12:00:00","OPP IMM BLDG","JURONG EAST","8","11549175.34","148638.3412","2014-07-18 12:00:00","NULL","NULL"
"9051","103.739581161","1.33184700096","2014-07-18","12:00:00","OPP JURONG EAST LIB","JURONG EAST","1","11548237.35","148273.8835","2014-07-18 12:00:00","NULL","NULL"
"9052","103.743077854","1.32975887082","2014-07-18","12:00:00","OPP JURONG TOWN HALL","JURONG EAST","1","11548626.6","148041.3712","2014-07-18 12:00:00","NULL","NULL"
"9053","103.748179027","1.33069312468","2014-07-18","12:00:00","OPP THE SYNERGY","JURONG EAST","4","11549194.46","148145.3999","2014-07-18 12:00:00","NULL","NULL"
"9054","103.735428609","1.3419259889","2014-07-18","12:00:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","2","11547775.09","149396.1768","2014-07-18 12:00:00","NULL","NULL"
"9055","103.734587517","1.34399747198","2014-07-18","12:00:00","PARC OASIS AVE1","JURONG EAST","1","11547681.46","149626.8366","2014-07-18 12:00:00","NULL","NULL"
"9056","103.743402684","1.32124374486","2014-07-18","12:00:00","TEBAN GDN PO","JURONG EAST","6","11548662.76","147093.218","2014-07-18 12:00:00","NULL","NULL"
"9057","103.739583767","1.32227303096","2014-07-18","12:15:00","BEF HASANAH MQUE","JURONG EAST","2","11548237.64","147207.8281","2014-07-18 12:15:00","NULL","NULL"
"9058","103.745779447","1.32145767025","2014-07-18","12:15:00","BEF PANDAN GDNS","JURONG EAST","1","11548927.34","147117.0384","2014-07-18 12:15:00","NULL","NULL"
"9059","103.739697403","1.336447722","2014-07-18","12:15:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","2","11548250.29","148786.1723","2014-07-18 12:15:00","NULL","NULL"
"9060","103.738962402","1.33768575825","2014-07-18","12:15:00","BLK 105","JURONG EAST","1","11548168.47","148924.0274","2014-07-18 12:15:00","NULL","NULL"
"9061","103.736575039","1.33956049939","2014-07-18","12:15:00","BLK 112","JURONG EAST","1","11547902.71","149132.7796","2014-07-18 12:15:00","NULL","NULL"
"9062","103.738540194","1.33450242777","2014-07-18","12:15:00","BLK 124","JURONG EAST","1","11548121.47","148569.5643","2014-07-18 12:15:00","NULL","NULL"
"9063","103.73886754","1.33458100275","2014-07-18","12:15:00","BLK 134","JURONG EAST","3","11548157.91","148578.3136","2014-07-18 12:15:00","NULL","NULL"
"9064","103.742577762","1.33638853104","2014-07-18","12:15:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-18 12:15:00","NULL","NULL"
"9065","103.741730381","1.33850750696","2014-07-18","12:15:00","BLK 207","JURONG EAST","13","11548476.6","149015.529","2014-07-18 12:15:00","NULL","NULL"
"9066","103.74106958","1.33826347973","2014-07-18","12:15:00","BLK 209","JURONG EAST","2","11548403.04","148988.3566","2014-07-18 12:15:00","NULL","NULL"
"9067","103.740474087","1.34145830331","2014-07-18","12:15:00","BLK 246","JURONG EAST","5","11548336.75","149344.1","2014-07-18 12:15:00","NULL","NULL"
"9068","103.737386937","1.34272521892","2014-07-18","12:15:00","BLK 252","JURONG EAST","3","11547993.09","149485.1711","2014-07-18 12:15:00","NULL","NULL"
"9069","103.745983724","1.33932016064","2014-07-18","12:15:00","BLK 284","JURONG EAST","3","11548950.08","149106.0179","2014-07-18 12:15:00","NULL","NULL"
"9070","103.746011392","1.33905284743","2014-07-18","12:15:00","BLK 286A","JURONG EAST","2","11548953.16","149076.2526","2014-07-18 12:15:00","NULL","NULL"
"9071","103.743989913","1.34039218102","2014-07-18","12:15:00","BLK 288E","JURONG EAST","5","11548728.13","149225.3873","2014-07-18 12:15:00","NULL","NULL"
"9072","103.741738286","1.32180773232","2014-07-18","12:15:00","BLK 41","JURONG EAST","2","11548477.48","147156.0175","2014-07-18 12:15:00","NULL","NULL"
"9073","103.732558043","1.34240175164","2014-07-18","12:15:00","CHINESE GARDEN MRT","JURONG EAST","1","11547455.54","149449.153","2014-07-18 12:15:00","NULL","NULL"
"9074","103.732647515","1.34252238293","2014-07-18","12:15:00","CHINESE GDN STN","JURONG EAST","1","11547465.5","149462.5853","2014-07-18 12:15:00","NULL","NULL"
"9075","103.747727444","1.33451178837","2014-07-18","12:15:00","IMM BLDG","JURONG EAST","18","11549144.19","148570.6066","2014-07-18 12:15:00","NULL","NULL"
"9076","103.742263261","1.33320902467","2014-07-18","12:15:00","JURONG EAST MRT","JURONG EAST","2","11548535.92","148425.5443","2014-07-18 12:15:00","NULL","NULL"
"9077","103.739142873","1.33250994189","2014-07-18","12:15:00","JURONG EAST LIB","JURONG EAST","3","11548188.56","148347.7017","2014-07-18 12:15:00","NULL","NULL"
"9078","103.741492327","1.33328641244","2014-07-18","12:15:00","JURONG EAST TEMP INT","JURONG EAST","60","11548450.1","148434.1614","2014-07-18 12:15:00","NULL","NULL"
"9079","103.744203802","1.34046752635","2014-07-18","12:15:00","OPP BLK 288D","JURONG EAST","2","11548751.94","149233.777","2014-07-18 12:15:00","NULL","NULL"
"9080","103.745560887","1.32503455858","2014-07-18","12:15:00","OPP GERMAN CTR","JURONG EAST","3","11548903.01","147515.322","2014-07-18 12:15:00","NULL","NULL"
"9081","103.748007269","1.33512009352","2014-07-18","12:15:00","OPP IMM BLDG","JURONG EAST","5","11549175.34","148638.3412","2014-07-18 12:15:00","NULL","NULL"
"9082","103.739581161","1.33184700096","2014-07-18","12:15:00","OPP JURONG EAST LIB","JURONG EAST","3","11548237.35","148273.8835","2014-07-18 12:15:00","NULL","NULL"
"9083","103.743077854","1.32975887082","2014-07-18","12:15:00","OPP JURONG TOWN HALL","JURONG EAST","1","11548626.6","148041.3712","2014-07-18 12:15:00","NULL","NULL"
"9084","103.734587517","1.34399747198","2014-07-18","12:15:00","PARC OASIS AVE1","JURONG EAST","2","11547681.46","149626.8366","2014-07-18 12:15:00","NULL","NULL"
"9085","103.743402684","1.32124374486","2014-07-18","12:15:00","TEBAN GDN PO","JURONG EAST","6","11548662.76","147093.218","2014-07-18 12:15:00","NULL","NULL"
"9086","103.751375592","1.32811788638","2014-07-18","12:30:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-18 12:30:00","NULL","NULL"
"9087","103.752292682","1.33720546383","2014-07-18","12:30:00","ALLIANCE BLDG","CLEMENTI","1","11549652.39","148870.5467","2014-07-18 12:30:00","NULL","NULL"
"9088","103.739583767","1.32227303096","2014-07-18","12:30:00","BEF HASANAH MQUE","JURONG EAST","5","11548237.64","147207.8281","2014-07-18 12:30:00","NULL","NULL"
"9089","103.745779447","1.32145767025","2014-07-18","12:30:00","BEF PANDAN GDNS","JURONG EAST","2","11548927.34","147117.0384","2014-07-18 12:30:00","NULL","NULL"
